"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","PL41","Greater Poland","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,339600,,
"2","Large regions (TL2)","PL41","Greater Poland","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,25.01,,
"2","Large regions (TL2)","PL41","Greater Poland","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,341100,,
"2","Large regions (TL2)","PL41","Greater Poland","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,0.5,"E","Estimated value"
"2","Large regions (TL2)","PL41","Greater Poland","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,25.64,,
"2","Large regions (TL2)","PL41","Greater Poland","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,6600,"E","Estimated value"
"2","Large regions (TL2)","PL41","Greater Poland","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,340700,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,33.42,"B","Break"
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,188700,"B","Break"
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,32.91,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,196500,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,33.11,"B","Break"
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,186500,"B","Break"
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,33.27,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,181600,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,33.04,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,185300,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,34.51,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,197200,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,33.69,,
"2","Large regions (TL2)","PL42","West Pomerania","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,193000,,
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,27.71,"B","Break"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,115200,"B","Break"
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,1.65,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,29.69,,
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,6700,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,120700,,
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,1.31,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,29.09,"B","Break"
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,5600,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,124100,"B","Break"
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,1.48,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,28.14,,
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,6200,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,118100,,
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,1.36,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,29.57,,
"2","Large regions (TL2)","PL43","Lubusz","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,5500,"E","Estimated value"
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,119800,,
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,30.57,,
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,123600,,
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,30.55,,
"2","Large regions (TL2)","PL43","Lubusz","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,123100,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,1.75,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,27.88,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,20100,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,319700,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,1.33,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,30.78,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,15200,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,351400,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,1.65,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,32.48,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,18700,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,367200,"B","Break"
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,1.84,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,31.69,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,20100,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,346500,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,2.04,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,32.05,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,22200,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,348100,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,1.99,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,33.71,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,21000,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,355400,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,1.54,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,33.69,,
"2","Large regions (TL2)","PL51","Lower Silesia ","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,16800,,
"2","Large regions (TL2)","PL51","Lower Silesia ","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,368400,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,1.93,"B","Break"
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,47.73,"B","Break"
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,81600,"B","Break"
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,2021500,"B","Break"
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,1.7,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,50.53,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,70800,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,2106800,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,1.58,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,51.4,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,65800,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,2144700,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,1.6,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,51.45,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,67000,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,2150400,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,1.58,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,51.49,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,66100,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,2155800,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,1.6,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,51.93,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,68300,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,2216800,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,1.52,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,51.76,,
"2","Large regions (TL2)","UKJ","South East England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,65900,,
"2","Large regions (TL2)","UKJ","South East England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,2251200,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,1.15,"B","Break"
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,45.11,"B","Break"
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,29300,"B","Break"
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,1148500,"B","Break"
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,1.11,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,47.25,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,27600,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,1176900,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,1.16,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,47.24,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,29000,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,1181200,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,1.04,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,46.89,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,25800,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,1166800,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,1.02,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,46.86,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,25500,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,1176400,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,0.81,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,47.51,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,20500,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,1202700,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,0.76,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,48.34,,
"2","Large regions (TL2)","UKK","South West England","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,19600,,
"2","Large regions (TL2)","UKK","South West England","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,1250800,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,1.11,"B","Break"
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,46.44,"B","Break"
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,15100,"B","Break"
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,630600,"B","Break"
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,46.41,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,617200,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,47.29,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2010","2010",,,"0","Units",,,629800,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,0.84,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2011","2011",,,"0","Units",,,47.31,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2011","2011",,,"0","Units",,,11400,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2011","2011",,,"0","Units",,,640200,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,0.89,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2012","2012",,,"0","Units",,,45.92,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2012","2012",,,"0","Units",,,12000,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2012","2012",,,"0","Units",,,620000,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,0.8,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2013","2013",,,"0","Units",,,47.11,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2013","2013",,,"0","Units",,,11100,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2013","2013",,,"0","Units",,,651200,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,0.97,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2014","2014",,,"0","Units",,,46.37,,
"2","Large regions (TL2)","UKL","Wales","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2014","2014",,,"0","Units",,,13300,,
"2","Large regions (TL2)","UKL","Wales","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2014","2014",,,"0","Units",,,633500,,
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,1.03,"B","Break"
"2","Large regions (TL2)","UKM","Scotland","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2008","2008",,,"0","Units",,,47.1,"B","Break"
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2008","2008",,,"0","Units",,,26100,"B","Break"
"2","Large regions (TL2)","UKM","Scotland","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2008","2008",,,"0","Units",,,1194100,"B","Break"
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,0.69,,
"2","Large regions (TL2)","UKM","Scotland","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2009","2009",,,"0","Units",,,47.73,,
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2009","2009",,,"0","Units",,,17300,,
"2","Large regions (TL2)","UKM","Scotland","KIS_EMP_T","Employment in knowledge-intensive services","ALL","All regions","2009","2009",,,"0","Units",,,1192500,,
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T_SH","Share of employment in high-technology manufacturing (in % of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,0.89,,
"2","Large regions (TL2)","UKM","Scotland","KIS_EMP_T_SH","Share of employment in knowledge-intensive services (as a share of total employment)","ALL","All regions","2010","2010",,,"0","Units",,,47.21,,
"2","Large regions (TL2)","UKM","Scotland","HT_MG_EMP_T","Employment in high-technology manufacturing","ALL","All regions","2010","2010",,,"0","Units",,,21800,,
